TERYT Gminy,Gmina,Powiat,Województwo,Liczba komisji,Liczba uwzględnionych komisji,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym","Liczba wyborców, którym wysłano pakiety wyborcze","Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)",Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,W tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów,W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata,Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów,NAWROCKI Karol Tadeusz,TRZASKOWSKI Rafał Kazimierz
120711,gm. Słopnice,limanowski,małopolskie,5,5,4981.0,5045.0,1184.0,3797.0,12.0,3809.0,5.0,51.0,12.0,0.0,0.0,0.0,0.0,12.0,3809.0,12.0,0.0,3809.0,21.0,7.0,14.0,0.0,3788.0,3331.0,457.0
120712,gm. Tymbark,limanowski,małopolskie,6,6,4752.0,4704.0,1157.0,3595.0,5.0,3600.0,5.0,47.0,5.0,0.0,0.0,0.0,0.0,5.0,3600.0,5.0,0.0,3600.0,17.0,10.0,7.0,0.0,3583.0,2980.0,603.0
120713,gm. Szczawa,limanowski,małopolskie,2,2,1434.0,1443.0,381.0,1053.0,0.0,1053.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.0,0.0,0.0,1053.0,7.0,2.0,5.0,0.0,1046.0,837.0,209.0
120801,gm. Charsznica,miechowski,małopolskie,12,12,5626.0,5723.0,1752.0,3874.0,0.0,3874.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3873.0,0.0,0.0,3873.0,37.0,18.0,19.0,0.0,3836.0,2745.0,1091.0
120802,gm. Gołcza,miechowski,małopolskie,10,10,4602.0,4721.0,1311.0,3291.0,0.0,3291.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3291.0,0.0,0.0,3291.0,23.0,12.0,11.0,0.0,3268.0,2388.0,880.0
120803,gm. Kozłów,miechowski,małopolskie,9,9,3575.0,3671.0,1151.0,2424.0,0.0,2424.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2424.0,0.0,0.0,2424.0,12.0,6.0,6.0,0.0,2412.0,1913.0,499.0
120804,gm. Książ Wielki,miechowski,małopolskie,14,14,3909.0,3960.0,1069.0,2840.0,0.0,2840.0,9.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,2840.0,31.0,12.0,19.0,0.0,2809.0,2133.0,676.0
120805,gm. Miechów,miechowski,małopolskie,31,31,14685.0,14684.0,4233.0,10452.0,1.0,10453.0,20.0,149.0,1.0,0.0,0.0,0.0,0.0,1.0,10452.0,1.0,0.0,10452.0,89.0,49.0,40.0,0.0,10363.0,6462.0,3901.0
120806,gm. Racławice,miechowski,małopolskie,5,5,1910.0,1950.0,620.0,1290.0,0.0,1290.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0,0.0,0.0,1290.0,10.0,8.0,2.0,0.0,1280.0,996.0,284.0
120807,gm. Słaboszów,miechowski,małopolskie,8,8,2723.0,2818.0,819.0,1904.0,0.0,1904.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1904.0,0.0,0.0,1904.0,12.0,7.0,5.0,0.0,1892.0,1400.0,492.0
120901,gm. Dobczyce,myślenicki,małopolskie,16,16,11420.0,11715.0,2614.0,8806.0,2.0,8808.0,9.0,104.0,2.0,0.0,0.0,0.0,0.0,2.0,8807.0,2.0,0.0,8807.0,84.0,40.0,44.0,0.0,8723.0,5944.0,2779.0
120902,gm. Lubień,myślenicki,małopolskie,6,6,7393.0,7454.0,1861.0,5532.0,1.0,5533.0,13.0,66.0,1.0,0.0,0.0,0.0,0.0,1.0,5532.0,1.0,0.0,5532.0,45.0,20.0,25.0,0.0,5487.0,4514.0,973.0
120903,gm. Myślenice,myślenicki,małopolskie,31,31,33483.0,34418.0,7234.0,26250.0,25.0,26275.0,30.0,546.0,23.0,0.0,0.0,1.0,0.0,22.0,26271.0,22.0,2.0,26269.0,242.0,133.0,109.0,0.0,26027.0,16479.0,9548.0
120904,gm. Pcim,myślenicki,małopolskie,8,8,8254.0,8412.0,1852.0,6402.0,1.0,6403.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,6403.0,1.0,0.0,6403.0,58.0,32.0,26.0,0.0,6345.0,4876.0,1469.0
120905,gm. Raciechowice,myślenicki,małopolskie,11,11,4840.0,4973.0,1296.0,3544.0,2.0,3546.0,9.0,66.0,2.0,0.0,0.0,0.0,0.0,2.0,3546.0,2.0,0.0,3546.0,17.0,8.0,9.0,0.0,3529.0,2681.0,848.0
120906,gm. Siepraw,myślenicki,małopolskie,6,6,6894.0,7140.0,1427.0,5467.0,0.0,5467.0,12.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5466.0,0.0,1.0,5465.0,47.0,27.0,20.0,0.0,5418.0,3661.0,1757.0
120907,gm. Sułkowice,myślenicki,małopolskie,9,9,11228.0,11607.0,2689.0,8539.0,1.0,8540.0,25.0,67.0,1.0,0.0,0.0,0.0,0.0,1.0,8540.0,1.0,0.0,8540.0,72.0,39.0,33.0,0.0,8468.0,5955.0,2513.0
120908,gm. Tokarnia,myślenicki,małopolskie,6,6,6455.0,6576.0,1444.0,5011.0,0.0,5011.0,17.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,5010.0,0.0,0.0,5010.0,34.0,12.0,22.0,0.0,4976.0,4131.0,845.0
120909,gm. Wiśniowa,myślenicki,małopolskie,7,7,5535.0,5733.0,1110.0,4425.0,1.0,4426.0,5.0,51.0,1.0,0.0,0.0,0.0,0.0,1.0,4426.0,1.0,0.0,4426.0,46.0,18.0,28.0,0.0,4380.0,3632.0,748.0
121001,m. Grybów,nowosądecki,małopolskie,4,4,4439.0,4368.0,1189.0,3250.0,7.0,3257.0,4.0,91.0,7.0,0.0,0.0,0.0,0.0,7.0,3257.0,7.0,0.0,3257.0,31.0,16.0,15.0,0.0,3226.0,2387.0,839.0
121002,gm. Chełmiec,nowosądecki,małopolskie,29,29,21591.0,21425.0,5227.0,16364.0,3.0,16367.0,19.0,151.0,3.0,0.0,0.0,0.0,0.0,3.0,16367.0,3.0,0.0,16367.0,116.0,58.0,58.0,0.0,16251.0,12906.0,3345.0
121003,gm. Gródek nad Dunajcem,nowosądecki,małopolskie,10,10,6832.0,7002.0,1806.0,5026.0,0.0,5026.0,8.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,5026.0,0.0,0.0,5026.0,28.0,14.0,14.0,0.0,4998.0,4032.0,966.0
121004,gm. Grybów,nowosądecki,małopolskie,17,17,18306.0,18504.0,3920.0,14386.0,5.0,14391.0,44.0,214.0,5.0,0.0,0.0,0.0,0.0,5.0,14391.0,5.0,0.0,14391.0,93.0,45.0,48.0,0.0,14298.0,12416.0,1882.0
121005,gm. Kamionka Wielka,nowosądecki,małopolskie,8,8,7508.0,7593.0,1521.0,5987.0,1.0,5988.0,3.0,56.0,1.0,0.0,0.0,0.0,0.0,1.0,5988.0,1.0,1.0,5987.0,42.0,27.0,15.0,0.0,5945.0,4932.0,1013.0
121006,gm. Korzenna,nowosądecki,małopolskie,14,14,10703.0,10757.0,2472.0,8230.0,0.0,8230.0,20.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,8231.0,0.0,0.0,8231.0,46.0,22.0,24.0,0.0,8185.0,7138.0,1047.0
121007,gm. Krynica-Zdrój,nowosądecki,małopolskie,18,18,14087.0,14438.0,3577.0,10510.0,13.0,10523.0,33.0,2095.0,12.0,1.0,0.0,0.0,0.0,11.0,10521.0,11.0,0.0,10521.0,75.0,38.0,37.0,0.0,10446.0,6076.0,4370.0
121008,gm. Łabowa,nowosądecki,małopolskie,8,8,4355.0,4397.0,1103.0,3252.0,0.0,3252.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,3252.0,0.0,0.0,3252.0,25.0,10.0,15.0,0.0,3227.0,2765.0,462.0
121009,gm. Łącko,nowosądecki,małopolskie,13,13,11968.0,12151.0,2941.0,9027.0,1.0,9028.0,11.0,114.0,1.0,0.0,0.0,0.0,0.0,1.0,9028.0,1.0,0.0,9028.0,76.0,31.0,45.0,0.0,8952.0,7489.0,1463.0
121010,gm. Łososina Dolna,nowosądecki,małopolskie,12,12,8105.0,8274.0,1597.0,6508.0,0.0,6508.0,17.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,6508.0,0.0,0.0,6508.0,31.0,16.0,15.0,0.0,6477.0,5605.0,872.0
121011,gm. Muszyna,nowosądecki,małopolskie,14,14,7829.0,9283.0,1263.0,6566.0,2.0,6568.0,15.0,733.0,2.0,0.0,0.0,0.0,0.0,2.0,6568.0,2.0,0.0,6568.0,55.0,28.0,27.0,0.0,6513.0,4434.0,2079.0
121012,gm. Nawojowa,nowosądecki,małopolskie,8,8,6369.0,6344.0,1606.0,4763.0,4.0,4767.0,9.0,51.0,4.0,1.0,0.0,0.0,0.0,3.0,4766.0,3.0,0.0,4766.0,24.0,13.0,11.0,0.0,4742.0,3971.0,771.0
121013,gm. Piwniczna-Zdrój,nowosądecki,małopolskie,9,9,7695.0,7941.0,2294.0,5401.0,4.0,5405.0,16.0,259.0,4.0,0.0,0.0,0.0,0.0,4.0,5405.0,4.0,1.0,5404.0,43.0,16.0,27.0,0.0,5361.0,4162.0,1199.0
121014,gm. Podegrodzie,nowosądecki,małopolskie,13,13,9772.0,9772.0,2230.0,7542.0,3.0,7545.0,7.0,120.0,3.0,0.0,0.0,0.0,0.0,3.0,7544.0,3.0,0.0,7544.0,65.0,33.0,32.0,0.0,7479.0,6421.0,1058.0
121015,gm. Rytro,nowosądecki,małopolskie,2,2,2750.0,2754.0,765.0,1985.0,2.0,1987.0,6.0,25.0,2.0,0.0,0.0,0.0,0.0,2.0,1987.0,2.0,0.0,1987.0,15.0,7.0,8.0,0.0,1972.0,1569.0,403.0
121016,gm. Stary Sącz,nowosądecki,małopolskie,16,16,17540.0,17541.0,4445.0,13095.0,22.0,13117.0,37.0,313.0,22.0,1.0,0.0,0.0,0.0,21.0,13116.0,21.0,0.0,13116.0,108.0,59.0,49.0,0.0,13008.0,10183.0,2825.0
121101,m. Nowy Targ,nowotarski,małopolskie,22,22,24514.0,24934.0,7699.0,16815.0,10.0,16825.0,27.0,369.0,10.0,1.0,0.0,0.0,0.0,9.0,16823.0,9.0,0.0,16823.0,131.0,53.0,78.0,0.0,16692.0,9436.0,7256.0
121102,gm. Szczawnica,nowotarski,małopolskie,6,6,5587.0,6288.0,1209.0,4377.0,1.0,4378.0,8.0,749.0,1.0,0.0,0.0,0.0,0.0,1.0,4378.0,1.0,2.0,4376.0,45.0,26.0,19.0,0.0,4331.0,2405.0,1926.0
121103,gm. Czarny Dunajec,nowotarski,małopolskie,23,23,16863.0,16743.0,7379.0,9484.0,2.0,9486.0,16.0,151.0,2.0,1.0,0.0,0.0,0.0,1.0,9484.0,1.0,0.0,9484.0,57.0,21.0,36.0,0.0,9427.0,7823.0,1604.0
121104,gm. Czorsztyn,nowotarski,małopolskie,8,8,5734.0,6173.0,1588.0,4146.0,2.0,4148.0,3.0,206.0,2.0,0.0,0.0,0.0,0.0,2.0,4148.0,2.0,0.0,4148.0,31.0,14.0,17.0,0.0,4117.0,2782.0,1335.0
121105,gm. Jabłonka,nowotarski,małopolskie,11,11,13620.0,13905.0,3790.0,9830.0,10.0,9840.0,5.0,143.0,10.0,0.0,0.0,0.0,0.0,10.0,9839.0,10.0,0.0,9839.0,52.0,19.0,33.0,0.0,9787.0,8575.0,1212.0
121106,gm. Krościenko nad Dunajcem,nowotarski,małopolskie,6,6,5073.0,5365.0,1322.0,3751.0,1.0,3752.0,5.0,214.0,1.0,0.0,0.0,0.0,0.0,1.0,3752.0,1.0,0.0,3752.0,39.0,16.0,23.0,0.0,3713.0,2551.0,1162.0
121107,gm. Lipnica Wielka,nowotarski,małopolskie,5,5,4348.0,4438.0,1322.0,3026.0,2.0,3028.0,3.0,41.0,2.0,0.0,0.0,0.0,0.0,2.0,3028.0,2.0,0.0,3028.0,21.0,6.0,15.0,0.0,3007.0,2619.0,388.0
121108,gm. Łapsze Niżne,nowotarski,małopolskie,9,9,7087.0,7236.0,2608.0,4479.0,0.0,4479.0,7.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,4479.0,0.0,0.0,4479.0,38.0,11.0,27.0,0.0,4441.0,3473.0,968.0
121109,gm. Nowy Targ,nowotarski,małopolskie,21,21,17944.0,18147.0,6313.0,11631.0,1.0,11632.0,11.0,146.0,1.0,0.0,0.0,0.0,0.0,1.0,11631.0,1.0,0.0,11631.0,68.0,29.0,39.0,0.0,11563.0,8816.0,2747.0
121110,gm. Ochotnica Dolna,nowotarski,małopolskie,4,4,6356.0,6422.0,1732.0,4624.0,0.0,4624.0,4.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,4623.0,0.0,3.0,4620.0,32.0,15.0,17.0,0.0,4588.0,3895.0,693.0
121111,gm. Raba Wyżna,nowotarski,małopolskie,11,11,10941.0,10921.0,3694.0,7247.0,2.0,7249.0,22.0,100.0,2.0,0.0,0.0,0.0,0.0,2.0,7249.0,2.0,0.0,7249.0,44.0,14.0,30.0,0.0,7205.0,5659.0,1546.0
121112,gm. Rabka-Zdrój,nowotarski,małopolskie,15,15,12927.0,13188.0,3558.0,9369.0,7.0,9376.0,34.0,576.0,7.0,2.0,0.0,0.0,0.0,5.0,9374.0,5.0,0.0,9374.0,90.0,40.0,50.0,0.0,9284.0,6262.0,3022.0
121113,gm. Spytkowice,nowotarski,małopolskie,5,5,3439.0,3419.0,1099.0,2340.0,0.0,2340.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.0,0.0,0.0,2340.0,15.0,7.0,8.0,0.0,2325.0,1912.0,413.0
121114,gm. Szaflary,nowotarski,małopolskie,10,10,8219.0,8322.0,3239.0,4980.0,0.0,4980.0,5.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,4980.0,0.0,0.0,4980.0,38.0,15.0,23.0,0.0,4942.0,4084.0,858.0
121201,m. Bukowno,olkuski,małopolskie,10,10,7452.0,7456.0,2321.0,5131.0,0.0,5131.0,18.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,5131.0,0.0,1.0,5130.0,52.0,30.0,22.0,0.0,5078.0,2491.0,2587.0
121203,gm. Bolesław,olkuski,małopolskie,6,6,5948.0,6044.0,1827.0,4121.0,0.0,4121.0,11.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,4121.0,0.0,0.0,4121.0,43.0,29.0,14.0,0.0,4078.0,2118.0,1960.0
121204,gm. Klucze,olkuski,małopolskie,16,16,11370.0,11491.0,2877.0,8493.0,0.0,8493.0,19.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,8493.0,0.0,0.0,8493.0,73.0,43.0,30.0,0.0,8420.0,4340.0,4080.0
121205,gm. Olkusz,olkuski,małopolskie,34,34,35201.0,35142.0,9053.0,26147.0,12.0,26159.0,45.0,406.0,11.0,0.0,0.0,0.0,0.0,11.0,26159.0,11.0,2.0,26157.0,232.0,127.0,105.0,0.0,25925.0,14115.0,11810.0
121206,gm. Trzyciąż,olkuski,małopolskie,11,11,5339.0,5526.0,1207.0,4132.0,0.0,4132.0,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,4132.0,0.0,0.0,4132.0,27.0,18.0,9.0,0.0,4105.0,3187.0,918.0
121207,gm. Wolbrom,olkuski,małopolskie,27,27,16891.0,17092.0,4567.0,12324.0,3.0,12327.0,22.0,109.0,3.0,0.0,0.0,0.0,0.0,3.0,12327.0,3.0,0.0,12327.0,100.0,57.0,43.0,0.0,12227.0,8154.0,4073.0
121301,m. Oświęcim,oświęcimski,małopolskie,25,25,26726.0,27084.0,7340.0,19386.0,23.0,19409.0,55.0,274.0,23.0,1.0,0.0,0.0,0.0,22.0,19405.0,22.0,1.0,19404.0,192.0,110.0,82.0,0.0,19212.0,8857.0,10355.0
121302,gm. Brzeszcze,oświęcimski,małopolskie,14,14,15339.0,15468.0,3848.0,11491.0,8.0,11499.0,19.0,164.0,8.0,0.0,0.0,0.0,0.0,8.0,11499.0,8.0,1.0,11498.0,104.0,57.0,47.0,0.0,11394.0,6352.0,5042.0
121303,gm. Chełmek,oświęcimski,małopolskie,9,9,9326.0,9333.0,2678.0,6647.0,3.0,6650.0,14.0,100.0,3.0,0.0,0.0,0.0,0.0,3.0,6651.0,3.0,0.0,6651.0,70.0,37.0,33.0,0.0,6581.0,3658.0,2923.0
121304,gm. Kęty,oświęcimski,małopolskie,21,21,24809.0,25035.0,6562.0,18247.0,5.0,18252.0,62.0,217.0,5.0,0.0,0.0,0.0,0.0,5.0,18251.0,5.0,0.0,18251.0,187.0,102.0,85.0,0.0,18064.0,10240.0,7824.0
121305,gm. Osiek,oświęcimski,małopolskie,4,4,6185.0,6295.0,1663.0,4522.0,0.0,4522.0,12.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,4522.0,0.0,0.0,4522.0,29.0,15.0,14.0,0.0,4493.0,3052.0,1441.0
121306,gm. Oświęcim,oświęcimski,małopolskie,16,16,14296.0,14557.0,3177.0,11119.0,5.0,11124.0,31.0,102.0,5.0,0.0,0.0,0.0,0.0,5.0,11123.0,5.0,0.0,11123.0,105.0,63.0,42.0,0.0,11018.0,6002.0,5016.0
121307,gm. Polanka Wielka,oświęcimski,małopolskie,3,3,3226.0,3323.0,694.0,2532.0,0.0,2532.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2532.0,0.0,0.0,2532.0,25.0,10.0,15.0,0.0,2507.0,1579.0,928.0
121308,gm. Przeciszów,oświęcimski,małopolskie,4,4,4970.0,5029.0,1304.0,3666.0,1.0,3667.0,2.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,3666.0,0.0,0.0,3666.0,28.0,8.0,20.0,0.0,3638.0,2129.0,1509.0
121309,gm. Zator,oświęcimski,małopolskie,12,12,6867.0,7177.0,1693.0,5174.0,0.0,5174.0,12.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,5174.0,0.0,0.0,5174.0,41.0,22.0,19.0,0.0,5133.0,3096.0,2037.0
121401,gm. Koniusza,proszowicki,małopolskie,19,19,6868.0,6987.0,1919.0,4949.0,0.0,4949.0,9.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,4949.0,0.0,0.0,4949.0,39.0,11.0,28.0,0.0,4910.0,3676.0,1234.0
121402,gm. Koszyce,proszowicki,małopolskie,11,11,4223.0,4257.0,1482.0,2741.0,0.0,2741.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.0,0.0,0.0,2741.0,28.0,13.0,15.0,0.0,2713.0,2039.0,674.0
121403,gm. Nowe Brzesko,proszowicki,małopolskie,12,12,4388.0,4457.0,1198.0,3190.0,0.0,3190.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,3190.0,0.0,0.0,3190.0,34.0,13.0,21.0,0.0,3156.0,2337.0,819.0
121404,gm. Pałecznica,proszowicki,małopolskie,10,10,2683.0,2729.0,781.0,1902.0,0.0,1902.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1901.0,0.0,0.0,1901.0,14.0,5.0,9.0,0.0,1887.0,1490.0,397.0
121405,gm. Proszowice,proszowicki,małopolskie,25,25,12368.0,12438.0,3841.0,8526.0,2.0,8528.0,20.0,103.0,2.0,0.0,0.0,0.0,0.0,2.0,8529.0,2.0,0.0,8529.0,73.0,38.0,35.0,0.0,8456.0,5689.0,2767.0
121406,gm. Radziemice,proszowicki,małopolskie,8,8,2585.0,2620.0,730.0,1855.0,0.0,1855.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1855.0,0.0,0.0,1855.0,7.0,2.0,5.0,0.0,1848.0,1463.0,385.0
121501,m. Jordanów,suski,małopolskie,4,4,3860.0,3855.0,1140.0,2720.0,0.0,2720.0,17.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,2720.0,24.0,18.0,6.0,0.0,2696.0,1738.0,958.0
121502,m. Sucha Beskidzka,suski,małopolskie,7,7,6983.0,6911.0,2116.0,4867.0,3.0,4870.0,18.0,120.0,3.0,0.0,0.0,0.0,0.0,3.0,4869.0,3.0,0.0,4869.0,46.0,25.0,21.0,0.0,4823.0,2534.0,2289.0
121503,gm. Budzów,suski,małopolskie,6,6,6446.0,6619.0,1897.0,4549.0,0.0,4549.0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4549.0,0.0,0.0,4549.0,21.0,9.0,12.0,0.0,4528.0,3504.0,1024.0
121504,gm. Bystra-Sidzina,suski,małopolskie,4,4,5071.0,5179.0,1551.0,3520.0,0.0,3520.0,7.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,3520.0,0.0,0.0,3520.0,25.0,10.0,15.0,0.0,3495.0,2729.0,766.0
121505,gm. Jordanów,suski,małopolskie,7,7,8305.0,8308.0,2434.0,5871.0,4.0,5875.0,12.0,55.0,4.0,0.0,0.0,0.0,0.0,4.0,5875.0,4.0,0.0,5875.0,43.0,26.0,17.0,0.0,5832.0,4662.0,1170.0
121506,gm. Maków Podhalański,suski,małopolskie,12,12,12080.0,12083.0,3643.0,8437.0,2.0,8439.0,18.0,137.0,2.0,0.0,0.0,0.0,0.0,2.0,8438.0,2.0,0.0,8438.0,75.0,31.0,44.0,0.0,8363.0,5716.0,2647.0
121507,gm. Stryszawa,suski,małopolskie,9,9,9033.0,9232.0,2415.0,6618.0,5.0,6623.0,27.0,172.0,5.0,0.0,0.0,0.0,0.0,5.0,6623.0,5.0,0.0,6623.0,48.0,30.0,18.0,0.0,6575.0,4589.0,1986.0
121508,gm. Zawoja,suski,małopolskie,8,8,6807.0,7129.0,1744.0,5063.0,1.0,5064.0,16.0,295.0,1.0,0.0,0.0,0.0,0.0,1.0,5064.0,1.0,0.0,5064.0,49.0,24.0,25.0,0.0,5015.0,3372.0,1643.0
121509,gm. Zembrzyce,suski,małopolskie,5,5,4200.0,4238.0,1176.0,3024.0,0.0,3024.0,9.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,3024.0,0.0,0.0,3024.0,32.0,12.0,20.0,0.0,2992.0,2006.0,986.0
121601,gm. Ciężkowice,tarnowski,małopolskie,13,13,8331.0,8503.0,2607.0,5724.0,12.0,5736.0,5.0,185.0,12.0,0.0,0.0,0.0,0.0,12.0,5736.0,12.0,0.0,5736.0,44.0,15.0,29.0,0.0,5692.0,4372.0,1320.0
121602,gm. Gromnik,tarnowski,małopolskie,8,8,6541.0,6575.0,1981.0,4560.0,0.0,4560.0,27.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,4560.0,0.0,0.0,4560.0,25.0,13.0,12.0,0.0,4535.0,3913.0,622.0
121603,gm. Lisia Góra,tarnowski,małopolskie,12,12,11645.0,11619.0,3333.0,8312.0,0.0,8312.0,15.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,8311.0,0.0,2.0,8309.0,70.0,27.0,43.0,0.0,8239.0,6319.0,1920.0
121604,gm. Pleśna,tarnowski,małopolskie,12,12,8984.0,9091.0,2658.0,6325.0,6.0,6331.0,4.0,99.0,6.0,0.0,0.0,0.0,0.0,6.0,6332.0,6.0,0.0,6332.0,57.0,30.0,27.0,0.0,6275.0,4685.0,1590.0
121605,gm. Radłów,tarnowski,małopolskie,14,14,7238.0,7239.0,2377.0,4861.0,0.0,4861.0,5.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4861.0,0.0,0.0,4861.0,35.0,12.0,23.0,0.0,4826.0,3632.0,1194.0
121606,gm. Ryglice,tarnowski,małopolskie,9,9,8635.0,8688.0,2603.0,6032.0,3.0,6035.0,8.0,50.0,3.0,0.0,0.0,0.0,0.0,3.0,6035.0,3.0,0.0,6035.0,42.0,19.0,23.0,0.0,5993.0,4902.0,1091.0
121607,gm. Rzepiennik Strzyżewski,tarnowski,małopolskie,6,6,5057.0,5086.0,1375.0,3682.0,0.0,3682.0,13.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,3682.0,0.0,0.0,3682.0,23.0,8.0,15.0,0.0,3659.0,3151.0,508.0
121608,gm. Skrzyszów,tarnowski,małopolskie,9,9,10843.0,10874.0,3189.0,7653.0,8.0,7661.0,20.0,56.0,8.0,0.0,0.0,0.0,0.0,8.0,7662.0,8.0,0.0,7662.0,66.0,27.0,39.0,0.0,7596.0,5684.0,1912.0
121609,gm. Tarnów,tarnowski,małopolskie,17,17,20009.0,19880.0,5507.0,14502.0,3.0,14505.0,31.0,220.0,3.0,0.0,0.0,0.0,0.0,3.0,14503.0,3.0,0.0,14503.0,134.0,61.0,73.0,0.0,14369.0,9568.0,4801.0
121610,gm. Tuchów,tarnowski,małopolskie,19,19,13329.0,13153.0,4249.0,9080.0,40.0,9120.0,8.0,84.0,40.0,2.0,0.0,0.0,0.0,38.0,9120.0,38.0,0.0,9120.0,72.0,45.0,27.0,0.0,9048.0,7015.0,2033.0
121611,gm. Wierzchosławice,tarnowski,małopolskie,11,11,8197.0,8189.0,2410.0,5787.0,0.0,5787.0,21.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,5787.0,0.0,0.0,5787.0,39.0,11.0,28.0,0.0,5748.0,3996.0,1752.0
121612,gm. Wietrzychowice,tarnowski,małopolskie,8,8,3095.0,3001.0,1340.0,1755.0,0.0,1755.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.0,0.0,0.0,1755.0,11.0,7.0,4.0,0.0,1744.0,1316.0,428.0
121613,gm. Wojnicz,tarnowski,małopolskie,13,13,10102.0,9982.0,2998.0,7104.0,3.0,7107.0,21.0,116.0,3.0,1.0,0.0,0.0,0.0,2.0,7105.0,2.0,0.0,7105.0,63.0,29.0,34.0,0.0,7042.0,5356.0,1686.0
121614,gm. Zakliczyn,tarnowski,małopolskie,18,18,9395.0,9400.0,2697.0,6698.0,1.0,6699.0,5.0,154.0,1.0,0.0,0.0,0.0,0.0,1.0,6699.0,1.0,0.0,6699.0,32.0,13.0,19.0,0.0,6667.0,5237.0,1430.0
121615,gm. Żabno,tarnowski,małopolskie,20,20,14420.0,14187.0,5021.0,9399.0,10.0,9409.0,14.0,93.0,9.0,1.0,0.0,0.0,0.0,8.0,9407.0,8.0,0.0,9407.0,87.0,39.0,48.0,0.0,9320.0,6883.0,2437.0
121616,gm. Szerzyny,tarnowski,małopolskie,5,5,5876.0,5875.0,1866.0,4010.0,0.0,4010.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,4010.0,0.0,0.0,4010.0,26.0,21.0,5.0,0.0,3984.0,3362.0,622.0
